name,station_code,region,type,station_id,group_id,observations_url,forecast_url,forecast_chart_url,info_url,data_url,latitude,longitude,elevation,description,established,municipality,provider
Bíldudalur,bildu,Vestf,sj,2428,13,https://www.vedur.is/vedur/athuganir/kort/vestfirdir/#group=13&station=2428,https://www.vedur.is/vedur/spar/stadaspar/vestfirdir/#group=13&station=2428,https://www.vedur.is/vedur/spar/sparit/#m1=2428,https://www.vedur.is/vedur/stodvar/?s=bildu,https://www.vedur.is/,65.6794,-23.6122,16.0,"65°40.765', 23°36.730' (65,6794, 23,6122)",,,Veðurstofa Íslands
Bjargtangar,bjarg,Breiðafj,sj,2304,12,https://www.vedur.is/vedur/athuganir/kort/breidafjordur/#group=12&station=2304,https://www.vedur.is/vedur/spar/stadaspar/breidafjordur/#group=12&station=2304,https://www.vedur.is/vedur/spar/sparit/#m1=2304,https://www.vedur.is/vedur/stodvar/?s=bjarg,https://www.vedur.is/,65.5029,-24.5312,35.0,"65°30.174', 24°31.870' (65,5029, 24,5312)",,,Vegagerðin
Bjarnarey,bjarn,A.land,sj,4472,16,https://www.vedur.is/vedur/athuganir/kort/austurland/#group=16&station=4472,https://www.vedur.is/vedur/spar/stadaspar/austurland/#group=16&station=4472,https://www.vedur.is/vedur/spar/sparit/#m1=4472,https://www.vedur.is/vedur/stodvar/?s=bjarn,https://www.vedur.is/,65.7857,-14.3082,20.0,"65°47.140', 14°18.490' (65,7857, 14,3082)",,,Vegagerðin
Björg í Kinn,utkin,NA.land,sj,3585,115,https://www.vedur.is/vedur/athuganir/kort/nordurland_eystra/#group=115&station=3585,https://www.vedur.is/vedur/spar/stadaspar/nordurland_eystra/#group=115&station=3585,https://www.vedur.is/vedur/spar/sparit/#m1=3585,https://www.vedur.is/vedur/stodvar/?s=utkin,https://www.vedur.is/,65.9454,-17.5919,4.0,"65°56.723', 17°35.511' (65,9454, 17,5919)",,,Veðurstofa Íslands
Bláfeldur,blafe,Faxafl,sj,1936,11,https://www.vedur.is/vedur/athuganir/kort/faxafloi/#group=11&station=1936,https://www.vedur.is/vedur/spar/stadaspar/faxafloi/#group=11&station=1936,https://www.vedur.is/vedur/spar/sparit/#m1=1936,https://www.vedur.is/vedur/stodvar/?s=blafe,https://www.vedur.is/,64.8393,-23.3017,13.100000381469727,"64°50.358', 23°18.102' (64,8393, 23,3017)",,,Veðurstofa Íslands
Bláfjallaskáli,blafs,Faxafl,sj,1487,11,https://www.vedur.is/vedur/athuganir/kort/faxafloi/#group=11&station=1487,,,https://www.vedur.is/vedur/stodvar/?s=blafs,https://www.vedur.is/,63.9831,-21.6497,530.0,"63°58.986', 21°38.979' (63,9831, 21,6497)",,,Veðurstofa Íslands
Bláfjöll,blafj,Faxafl,sj,1486,71,https://www.vedur.is/vedur/athuganir/kort/faxafloi/#group=71&station=1486,https://www.vedur.is/vedur/spar/stadaspar/faxafloi/#group=71&station=1486,https://www.vedur.is/vedur/spar/sparit/#m1=1486,https://www.vedur.is/vedur/stodvar/?s=blafj,https://www.vedur.is/,63.969,-21.6661,530.0,"63°58.140', 21°39.966' (63,969, 21,6661)",,,Veðurstofa Íslands
Blikdalsá,blikd,Faxafl,sj,31577,111,https://www.vedur.is/vedur/athuganir/kort/faxafloi/#group=111&station=31577,https://www.vedur.is/vedur/spar/stadaspar/faxafloi/#group=111&station=31577,https://www.vedur.is/vedur/spar/sparit/#m1=31577,https://www.vedur.is/vedur/stodvar/?s=blikd,https://www.vedur.is/,64.2664,-21.8329,46.0,"64°15.984', 21°49.973' (64,2664, 21,8329)",,,Vegagerðin
Blönduós,bldos,Str.& NV,sj,3317,14,https://www.vedur.is/vedur/athuganir/kort/nordurland_vestra/#group=14&station=3317,https://www.vedur.is/vedur/spar/stadaspar/nordurland_vestra/#group=14&station=3317,https://www.vedur.is/vedur/spar/sparit/#m1=3317,https://www.vedur.is/vedur/stodvar/?s=bldos,https://www.vedur.is/,65.658,-20.2925,8.0,"65°39.480', 20°17.551' (65,658, 20,2925)",,,Veðurstofa Íslands
Blönduós Vegagerðarstöð,blond,Str.& NV,sj,33419,114,https://www.vedur.is/vedur/athuganir/kort/nordurland_vestra/#group=114&station=33419,https://www.vedur.is/vedur/spar/stadaspar/nordurland_vestra/#group=114&station=33419,https://www.vedur.is/vedur/spar/sparit/#m1=33419,https://www.vedur.is/vedur/stodvar/?s=blond,https://www.vedur.is/,65.6668,-20.2383,40.0,"65°40.007', 20°14.296' (65,6668, 20,2383)",,,Vegagerðin
Blönduvirkjun,blduv,Str.& NV,sj,3229,120,https://www.vedur.is/vedur/athuganir/kort/midhalendid/#group=120&station=3229,https://www.vedur.is/vedur/spar/stadaspar/midhalendid/#group=120&station=3229,https://www.vedur.is/vedur/spar/sparit/#m1=3229,https://www.vedur.is/vedur/stodvar/?s=blduv,https://www.vedur.is/,65.4165,-19.8211,351.0,"65°24.990', 19°49.266' (65,4165, 19,8211)",,,Landsvirkjun
Bolungarvík,bolun,Vestf,sj,2738,13,https://www.vedur.is/vedur/athuganir/kort/vestfirdir/#group=13&station=2738,https://www.vedur.is/vedur/spar/stadaspar/vestfirdir/#group=13&station=2738,https://www.vedur.is/vedur/spar/sparit/#m1=2738,https://www.vedur.is/vedur/stodvar/?s=bolun,https://www.vedur.is/,66.161,-23.2538,27.0,"66°09.661', 23°15.230' (66,161, 23,2538)",,,Veðurstofa Íslands
Bolungarvík - Traðargil,boltr,Vestf,sj,,,,,,https://www.vedur.is/vedur/stodvar/?s=boltr,https://www.vedur.is/,66.1684,-23.2681,500.0,"66°10.105', 23°16.084' (66,1684, 23,2681)",,,Veðurstofa Íslands
Borgarhöfn,borgh,SA.land,sj,35116,118,https://www.vedur.is/vedur/athuganir/kort/sudausturland/#group=118&station=35116,https://www.vedur.is/vedur/spar/stadaspar/sudausturland/#group=118&station=35116,https://www.vedur.is/vedur/spar/sparit/#m1=35116,https://www.vedur.is/vedur/stodvar/?s=borgh,https://www.vedur.is/,64.1848,-15.8145,20.0,"64°11.090', 15°48.870' (64,1848, 15,8145)",,,Vegagerðin
Botn í Súgandafirði,botis,Vestf,sj,32635,1301,https://www.vedur.is/vedur/athuganir/kort/vestfirdir/djupid/#group=1301&station=32635,https://www.vedur.is/vedur/spar/stadaspar/vestfirdir/djupid/#group=1301&station=32635,https://www.vedur.is/vedur/spar/sparit/#m1=32635,https://www.vedur.is/vedur/stodvar/?s=botis,https://www.vedur.is/,66.0808,-23.3733,270.0,"66°04.850', 23°22.398' (66,0808, 23,3733)",,,Vegagerðin
Brattabrekka,bratt,Breiðafj,sj,31985,12,https://www.vedur.is/vedur/athuganir/kort/breidafjordur/#group=12&station=31985,https://www.vedur.is/vedur/spar/stadaspar/breidafjordur/#group=12&station=31985,https://www.vedur.is/vedur/spar/sparit/#m1=31985,https://www.vedur.is/vedur/stodvar/?s=bratt,https://www.vedur.is/,64.8716,-21.5154,390.0,"64°52.298', 21°30.927' (64,8716, 21,5154)",,,Vegagerðin
Breiðdalsheiði,brehe,Austf,sj,35965,17,https://www.vedur.is/vedur/athuganir/kort/austfirdir/#group=17&station=35965,https://www.vedur.is/vedur/spar/stadaspar/austfirdir/#group=17&station=35965,https://www.vedur.is/vedur/spar/sparit/#m1=35965,https://www.vedur.is/vedur/stodvar/?s=brehe,https://www.vedur.is/,64.9068,-14.6034,480.0,"64°54.410', 14°36.202' (64,9068, 14,6034)",,,Vegagerðin
Brú á Jökuldal,brujd,A.land,sj,5940,17,https://www.vedur.is/vedur/athuganir/kort/austfirdir/#group=17&station=5940,https://www.vedur.is/vedur/spar/stadaspar/austfirdir/#group=17&station=5940,https://www.vedur.is/vedur/spar/sparit/#m1=5940,https://www.vedur.is/vedur/stodvar/?s=brujd,https://www.vedur.is/,65.1086,-15.5297,373.0,"65°06.514', 15°31.784' (65,1086, 15,5297)",,,Veðurstofa Íslands
Brúaröræfi,bruor,Miðhá,sj,5825,120,https://www.vedur.is/vedur/athuganir/kort/midhalendid/#group=120&station=5825,https://www.vedur.is/vedur/spar/stadaspar/midhalendid/#group=120&station=5825,https://www.vedur.is/vedur/spar/sparit/#m1=5825,https://www.vedur.is/vedur/stodvar/?s=bruor,https://www.vedur.is/,64.8281,-16.0897,748.2000122070312,"64°49.686', 16°05.380' (64,8281, 16,0897)",,,Landsvirkjun
Brúsastaðir,brusa,Str.& NV,sj,3223,14,https://www.vedur.is/vedur/athuganir/kort/nordurland_vestra/#group=14&station=3223,https://www.vedur.is/vedur/spar/stadaspar/nordurland_vestra/#group=14&station=3223,https://www.vedur.is/vedur/spar/sparit/#m1=3223,https://www.vedur.is/vedur/stodvar/?s=brusa,https://www.vedur.is/,65.3784,-20.2473,20.0,"65°22.702', 20°14.838' (65,3784, 20,2473)",,,Veðurstofa Íslands
Bræðratunguvegur,brtve,S.land,sj,36415,28,https://www.vedur.is/vedur/athuganir/kort/sudurland/#group=28&station=36415,https://www.vedur.is/vedur/spar/stadaspar/sudurland/#group=28&station=36415,https://www.vedur.is/vedur/spar/sparit/#m1=36415,https://www.vedur.is/vedur/stodvar/?s=brtve,https://www.vedur.is/,64.1575,-20.3678,66.0,"64°09.450', 20°22.067' (64,1575, 20,3678)",,,Vegagerðin
Búlandshöfði,bulah,Breiðafj,sj,31932,12,https://www.vedur.is/vedur/athuganir/kort/breidafjordur/#group=12&station=31932,https://www.vedur.is/vedur/spar/stadaspar/breidafjordur/#group=12&station=31932,https://www.vedur.is/vedur/spar/sparit/#m1=31932,https://www.vedur.is/vedur/stodvar/?s=bulah,https://www.vedur.is/,64.9366,-23.5033,25.0,"64°56.194', 23°30.201' (64,9366, 23,5033)",,,Vegagerðin
Búrfell,bfell,S.land,sj,6430,19,https://www.vedur.is/vedur/athuganir/kort/sudurland/#group=19&station=6430,https://www.vedur.is/vedur/spar/stadaspar/sudurland/#group=19&station=6430,https://www.vedur.is/vedur/spar/sparit/#m1=6430,https://www.vedur.is/vedur/stodvar/?s=bfell,https://www.vedur.is/,64.1168,-19.7449,249.0,"64°07.009', 19°44.692' (64,1168, 19,7449)",,,Landsvirkjun
Dalatangi,dt,Austf,sk,620,16,https://www.vedur.is/vedur/athuganir/kort/austurland/#group=16&station=620,https://www.vedur.is/vedur/spar/stadaspar/austurland/#group=16&station=620,https://www.vedur.is/vedur/spar/sparit/#m1=620,https://www.vedur.is/vedur/stodvar/?s=dt,https://www.vedur.is/,65.2682,-13.5759,9.0,"65°16.090', 13°34.556' (65,2682, 13,5759)",,,Veðurstofa Íslands
Dalatangi,dalat,Austf,sj,,,,,,https://www.vedur.is/vedur/stodvar/?s=dalat,https://www.vedur.is/,65.2681,-13.575,10.0,"65°16.089', 13°34.500' (65,2681, 13,575)",,,Veðurstofa Íslands
Dettifoss,dfoss,NA.land,sj,34415,24,https://www.vedur.is/vedur/athuganir/kort/nordurland_eystra/#group=24&station=34415,https://www.vedur.is/vedur/spar/stadaspar/nordurland_eystra/#group=24&station=34415,https://www.vedur.is/vedur/spar/sparit/#m1=34415,https://www.vedur.is/vedur/stodvar/?s=dfoss,https://www.vedur.is/,65.8149,-16.4431,373.0,"65°48.897', 16°26.585 (65,8149, 16,4431)",,,Vegagerðin
Egilsstaðaflugvöllur,egflu,A.land,sm,571,16,https://www.vedur.is/vedur/athuganir/kort/austurland/#group=16&station=571,https://www.vedur.is/vedur/spar/stadaspar/austurland/#group=16&station=571,https://www.vedur.is/vedur/spar/sparit/#m1=571,https://www.vedur.is/vedur/stodvar/?s=egflu,https://www.vedur.is/,65.283,-14.4025,23.0,"65°16.980', 14°24.150' (65,283, 14,4025)",,,Veðurstofa Íslands
Eldhraun,eldhr,SA.land,sj,,,,,,https://www.vedur.is/vedur/stodvar/?s=eldhr,https://www.vedur.is/,63.7338,-18.1977,90.0,"63°44.015', 18°11.781' (63,7338, 18,1977)",,,Vegagerðin
Ennisháls,ennis,Str.& NV,sj,32390,13,https://www.vedur.is/vedur/athuganir/kort/vestfirdir/#group=13&station=32390,https://www.vedur.is/vedur/spar/stadaspar/vestfirdir/#group=13&station=32390,https://www.vedur.is/vedur/spar/sparit/#m1=32390,https://www.vedur.is/vedur/stodvar/?s=ennis,https://www.vedur.is/,65.5724,-21.329,260.0,"65°34.342', 21°19.740' (65,5724, 21,329)",,,Vegagerðin
Eskifjörður,eskif,Austf,sj,5981,44,https://www.vedur.is/vedur/athuganir/kort/austfirdir/#group=44&station=5981,https://www.vedur.is/vedur/spar/stadaspar/austfirdir/#group=44&station=5981,https://www.vedur.is/vedur/spar/sparit/#m1=5981,https://www.vedur.is/vedur/stodvar/?s=eskif,https://www.vedur.is/,65.0763,-14.037,2.0,"65°04.580', 14°02.217' (65,0763, 14,037)",,,Veðurstofa Íslands
Eyjabakkar,eyjab,Miðhá,sj,5943,17,https://www.vedur.is/vedur/athuganir/kort/austfirdir/#group=17&station=5943,https://www.vedur.is/vedur/spar/stadaspar/austfirdir/#group=17&station=5943,https://www.vedur.is/vedur/spar/sparit/#m1=5943,https://www.vedur.is/vedur/stodvar/?s=eyjab,https://www.vedur.is/,64.8151,-15.4235,655.2999877929688,"64°48.905', 15°25.408' (64,8151, 15,4235)",,,Landsvirkjun
Eyrarbakki,eyrar,S.land,sj,1395,19,https://www.vedur.is/vedur/athuganir/kort/sudurland/#group=19&station=1395,https://www.vedur.is/vedur/spar/stadaspar/sudurland/#group=19&station=1395,https://www.vedur.is/vedur/spar/sparit/#m1=1395,https://www.vedur.is/vedur/stodvar/?s=eyrar,https://www.vedur.is/,63.8692,-21.1602,3.0,"63°52.152', 21°09.611' (63,8692, 21,1602)",,,Veðurstofa Íslands
Fagradals-Hagafell,faer1,Faxafl,sj,7001,11,https://www.vedur.is/vedur/athuganir/kort/faxafloi/#group=11&station=7001,https://www.vedur.is/vedur/spar/stadaspar/faxafloi/#group=11&station=7001,https://www.vedur.is/vedur/spar/sparit/#m1=7001,https://www.vedur.is/vedur/stodvar/?s=faer1,https://www.vedur.is/,63.9207,-22.2496,270.0,"63°55.242', 22°14.978' (63,9207, 22,2496)",,,Veðurstofa Íslands
Fagridalur,fagri,Austf,sj,34073,26,https://www.vedur.is/vedur/athuganir/kort/austfirdir/#group=26&station=34073,https://www.vedur.is/vedur/spar/stadaspar/austfirdir/#group=26&station=34073,https://www.vedur.is/vedur/spar/sparit/#m1=34073,https://www.vedur.is/vedur/stodvar/?s=fagri,https://www.vedur.is/,65.1264,-14.3327,350.0,"65°07.585', 14°19.960' (65,1264, 14,3327)",,,Vegagerðin
Fagurhólsmýri,fagho,SA.land,sj,5309,18,https://www.vedur.is/vedur/athuganir/kort/sudausturland/#group=18&station=5309,https://www.vedur.is/vedur/spar/stadaspar/sudausturland/#group=18&station=5309,https://www.vedur.is/vedur/spar/sparit/#m1=5309,https://www.vedur.is/vedur/stodvar/?s=fagho,https://www.vedur.is/,63.8743,-16.6364,9.300000190734863,"63°52.460', 16°38.186' (63,8743, 16,6364)",,,Veðurstofa Íslands
Fáskrúðsfjörður Ljósaland,faskr,Austf,sj,5982,17,https://www.vedur.is/vedur/athuganir/kort/austfirdir/#group=17&station=5982,https://www.vedur.is/vedur/spar/stadaspar/austfirdir/#group=17&station=5982,https://www.vedur.is/vedur/spar/sparit/#m1=5982,https://www.vedur.is/vedur/stodvar/?s=faskr,https://www.vedur.is/,64.9372,-14.0407,8.0,"64°56.234', 14°02.442' (64,9372, 14,0407)",,,Veðurstofa Íslands
Festarfjall,festf,S.land,sj,31365,111,https://www.vedur.is/vedur/athuganir/kort/faxafloi/#group=111&station=31365,https://www.vedur.is/vedur/spar/stadaspar/faxafloi/#group=111&station=31365,https://www.vedur.is/vedur/spar/sparit/#m1=31365,https://www.vedur.is/vedur/stodvar/?s=festf,https://www.vedur.is/,63.8595,-22.3436,135.0,"63°51.569', 22°20.615' (63,8595, 22,3436)",,,Vegagerðin
Fíflholt á Mýrum,fiflh,Faxafl,sj,1868,11,https://www.vedur.is/vedur/athuganir/kort/faxafloi/#group=11&station=1868,https://www.vedur.is/vedur/spar/stadaspar/faxafloi/#group=11&station=1868,https://www.vedur.is/vedur/spar/sparit/#m1=1868,https://www.vedur.is/vedur/stodvar/?s=fiflh,https://www.vedur.is/,64.6943,-22.1473,55.70000076293945,"64°41.659', 22°08.840' (64,6943, 22,1473)",,,Veðurstofa Íslands
Fjarðarheiði,fjahe,Austf,sj,34175,26,https://www.vedur.is/vedur/athuganir/kort/austfirdir/#group=26&station=34175,https://www.vedur.is/vedur/spar/stadaspar/austfirdir/#group=26&station=34175,https://www.vedur.is/vedur/spar/sparit/#m1=34175,https://www.vedur.is/vedur/stodvar/?s=fjahe,https://www.vedur.is/,65.2661,-14.259,600.0,"65°15.968', 14°15.538' (65,2661, 14,259)",,,Vegagerðin
Flatey á Breiðafirði,flatb,Breiðafj,sj,32250,12,https://www.vedur.is/vedur/athuganir/kort/breidafjordur/#group=12&station=32250,https://www.vedur.is/vedur/spar/stadaspar/breidafjordur/#group=12&station=32250,https://www.vedur.is/vedur/spar/sparit/#m1=32250,https://www.vedur.is/vedur/stodvar/?s=flatb,https://www.vedur.is/,65.3719,-22.9286,6.0,"65°22.314', 22°55.714' (65,3719, 22,9286)",,,Vegagerðin
Flatey á Skjálfanda,flats,NA.land,sj,3779,15,https://www.vedur.is/vedur/athuganir/kort/nordurland_eystra/#group=15&station=3779,https://www.vedur.is/vedur/spar/stadaspar/nordurland_eystra/#group=15&station=3779,https://www.vedur.is/vedur/spar/sparit/#m1=3779,https://www.vedur.is/vedur/stodvar/?s=flats,https://www.vedur.is/,66.1631,-17.8408,22.0,"66°09.789', 17°50.447' (66,1631, 17,8408)",,,Vegagerðin
Flateyri,feyri,Vestf,sj,2631,1301,https://www.vedur.is/vedur/athuganir/kort/vestfirdir/djupid/#group=1301&station=2631,https://www.vedur.is/vedur/spar/stadaspar/vestfirdir/djupid/#group=1301&station=2631,https://www.vedur.is/vedur/spar/sparit/#m1=2631,https://www.vedur.is/vedur/stodvar/?s=feyri,https://www.vedur.is/,66.0498,-23.51,3.0,"66°02.987', 23°30.603' (66,0498, 23,51)",,,Veðurstofa Íslands
Fljótsheiði,flhei,NA.land,sj,33487,24,https://www.vedur.is/vedur/athuganir/kort/nordurland_eystra/#group=24&station=33487,https://www.vedur.is/vedur/spar/stadaspar/nordurland_eystra/#group=24&station=33487,https://www.vedur.is/vedur/spar/sparit/#m1=33487,https://www.vedur.is/vedur/stodvar/?s=flhei,https://www.vedur.is/,65.697,-17.5032,238.0,"65°41.821', 17°30.194' (65,697, 17,5032)",,,Vegagerðin
Fontur,fontr,NA.land,sj,4867,16,https://www.vedur.is/vedur/athuganir/kort/austurland/#group=16&station=4867,https://www.vedur.is/vedur/spar/stadaspar/austurland/#group=16&station=4867,https://www.vedur.is/vedur/spar/sparit/#m1=4867,https://www.vedur.is/vedur/stodvar/?s=fontr,https://www.vedur.is/,66.3783,-14.5326,43.0,"66°22.701', 14°31.955' (66,3783, 14,5326)",,,Veðurstofa Íslands
Fróðárheiði,frohe,Breiðafj,sj,31931,21,https://www.vedur.is/vedur/athuganir/kort/breidafjordur/#group=21&station=31931,https://www.vedur.is/vedur/spar/stadaspar/breidafjordur/#group=21&station=31931,https://www.vedur.is/vedur/spar/sparit/#m1=31931,https://www.vedur.is/vedur/stodvar/?s=frohe,https://www.vedur.is/,64.8479,-23.4807,361.0,"64°50.872', 23°28.843' (64,8479, 23,4807)",,,Vegagerðin
Gagnheiði,gagnh,Austf,sj,4275,117,https://www.vedur.is/vedur/athuganir/kort/austfirdir/#group=117&station=4275,https://www.vedur.is/vedur/spar/stadaspar/austfirdir/#group=117&station=4275,https://www.vedur.is/vedur/spar/sparit/#m1=4275,https://www.vedur.is/vedur/stodvar/?s=gagnh,https://www.vedur.is/,65.2235,-14.2589,949.0,"65°13.408', 14°15.533' (65,2235, 14,2589)",,,Veðurstofa Íslands
Gagnheiði II,gagnv,Austf,sj,4276,116,https://www.vedur.is/vedur/athuganir/kort/austurland/#group=116&station=4276,,,https://www.vedur.is/vedur/stodvar/?s=gagnv,https://www.vedur.is/,65.2234,-14.2589,949.0,"65°13.405', 14°15.537' (65,2234, 14,2589)",,,Veðurstofa Íslands
Garðabær - Kauptún,kaupt,Faxafl,sj,31475,102,https://www.vedur.is/vedur/athuganir/kort/hofudborgarsvaedid/#group=102&station=31475,https://www.vedur.is/vedur/spar/stadaspar/hofudborgarsvaedid/#group=102&station=31475,https://www.vedur.is/vedur/spar/sparit/#m1=31475,https://www.vedur.is/vedur/stodvar/?s=kaupt,https://www.vedur.is/,64.0797,-21.9029,42.0,"64°04.779', 21°54.172' (64,0797, 21,9029)",,,Vegagerðin
Garðabær Urriðaholt,uholt,Faxafl,sj,1474,100,https://www.vedur.is/vedur/athuganir/kort/hofudborgarsvaedid/#group=100&station=1474,https://www.vedur.is/vedur/spar/stadaspar/hofudborgarsvaedid/#group=100&station=1474,https://www.vedur.is/vedur/spar/sparit/#m1=1474,https://www.vedur.is/vedur/stodvar/?s=uholt,https://www.vedur.is/,64.0712,-21.9107,37.0,"64°04.270', 21°54.640' (64,0712, 21,9107)",,,Veðurstofa Íslands
Garðskagaviti,garsk,Faxafl,sj,1453,38,https://www.vedur.is/vedur/athuganir/kort/faxafloi/#group=38&station=1453,https://www.vedur.is/vedur/spar/stadaspar/faxafloi/#group=38&station=1453,https://www.vedur.is/vedur/spar/sparit/#m1=1453,https://www.vedur.is/vedur/stodvar/?s=garsk,https://www.vedur.is/,64.0817,-22.6893,4.0,"64°04.903', 22°41.359' (64,0817, 22,6893)",,,Vegagerðin
Gauksmýri,gauks,Str.& NV,sj,33204,23,https://www.vedur.is/vedur/athuganir/kort/nordurland_vestra/#group=23&station=33204,https://www.vedur.is/vedur/spar/stadaspar/nordurland_vestra/#group=23&station=33204,https://www.vedur.is/vedur/spar/sparit/#m1=33204,https://www.vedur.is/vedur/stodvar/?s=gauks,https://www.vedur.is/,65.3444,-20.804,120.0,"65°20.665', 20°48.239' (65,3444, 20,804)",,,Vegagerðin
Geldinganes,geldn,Faxafl,sj,1480,100,https://www.vedur.is/vedur/athuganir/kort/hofudborgarsvaedid/#group=100&station=1480,https://www.vedur.is/vedur/spar/stadaspar/hofudborgarsvaedid/#group=100&station=1480,https://www.vedur.is/vedur/spar/sparit/#m1=1480,https://www.vedur.is/vedur/stodvar/?s=geldn,https://www.vedur.is/,64.1678,-21.8038,35.0,"64°10.067', 21°48.228' (64,1678, 21,8038)",,,Veðurstofa Íslands
Gemlufallsheiði,gemlu,Vestf,sj,32533,1301,https://www.vedur.is/vedur/athuganir/kort/vestfirdir/djupid/#group=1301&station=32533,https://www.vedur.is/vedur/spar/stadaspar/vestfirdir/djupid/#group=1301&station=32533,https://www.vedur.is/vedur/spar/sparit/#m1=32533,https://www.vedur.is/vedur/stodvar/?s=gemlu,https://www.vedur.is/,65.94,-23.4364,250.0,"65°56.437', 23°26.184' (65,94, 23,4364)",,,Vegagerðin
Gillastaðamelar,gilla,Breiðafj,sj,32372,21,https://www.vedur.is/vedur/athuganir/kort/breidafjordur/#group=21&station=32372,https://www.vedur.is/vedur/spar/stadaspar/breidafjordur/#group=21&station=32372,https://www.vedur.is/vedur/spar/sparit/#m1=32372,https://www.vedur.is/vedur/stodvar/?s=gilla,https://www.vedur.is/,65.5277,-22.0234,72.0,"65°31.663', 22°01.403' (65,5277, 22,0234)",,,Vegagerðin
